x-coord	y-coord	theta	timestamp
13.7241	20.3745	3.128	1545128537.5956
13.7241	20.3745	3.128	1545128537.6554
13.7241	20.3745	3.128	1545128537.7158
13.7241	20.3745	3.128	1545128537.7761
13.7241	20.3745	3.128	1545128537.8362
13.7241	20.3745	3.128	1545128537.899
13.7241	20.3745	3.128	1545128537.9554
13.7241	20.3745	3.128	1545128538.0163
13.7241	20.3745	3.128	1545128538.0762
13.7241	20.3745	3.128	1545128538.1354
13.7241	20.3745	3.128	1545128538.1955
13.7241	20.3745	3.128	1545128538.2554
13.7241	20.3745	3.128	1545128538.3154
13.7241	20.3745	3.128	1545128538.3754
13.7241	20.3745	3.128	1545128538.4357
13.7241	20.3745	3.128	1545128538.4954
13.7241	20.3745	3.128	1545128538.5554
13.7241	20.3745	3.128	1545128538.6184
13.7241	20.3745	3.128	1545128538.6757
13.7241	20.3745	3.128	1545128538.7361
13.7241	20.3745	3.128	1545128538.7955
13.7241	20.3745	3.128	1545128538.8554
13.7241	20.3745	3.128	1545128538.9154
13.7241	20.3745	3.128	1545128538.9754
13.7241	20.3745	3.128	1545128539.0361
13.7241	20.3745	3.128	1545128539.0954
13.7241	20.3745	3.128	1545128539.1554
13.7241	20.3745	3.128	1545128539.2162
13.7241	20.3745	3.128	1545128539.2763
13.7241	20.3745	3.128	1545128539.3385
13.7241	20.3745	3.128	1545128539.3956
13.7241	20.3745	3.128	1545128539.4558
13.7241	20.3745	3.128	1545128539.5163
13.7241	20.3745	3.128	1545128539.5764
13.7241	20.3745	3.128	1545128539.6357
13.7241	20.3745	3.128	1545128539.6963
13.7241	20.3745	3.128	1545128539.7554
13.7241	20.3745	3.128	1545128539.8154
13.7241	20.3745	3.128	1545128539.8754
13.7241	20.3745	3.128	1545128539.9363
13.7241	20.3745	3.128	1545128539.9957
13.7241	20.3745	3.128	1545128540.0584
13.7241	20.3745	3.128	1545128540.1154
13.7241	20.3745	3.128	1545128540.1763
13.7241	20.3745	3.128	1545128540.236
13.7241	20.3745	3.128	1545128540.2954
13.7241	20.3745	3.128	1545128540.3554
