x-coord	y-coord	theta	timestamp
14.8508	18.2817	4.692	1545136662.7329
14.8508	18.2817	4.692	1545136662.7929
14.8508	18.2817	4.692	1545136662.8529
14.8508	18.2817	4.692	1545136662.9129
14.8508	18.2817	4.692	1545136662.9737
14.8508	18.2817	4.692	1545136663.0329
14.8508	18.2817	4.692	1545136663.0929
14.8508	18.2817	4.692	1545136663.1529
14.8508	18.2817	4.692	1545136663.2129
14.8508	18.2817	4.692	1545136663.2761
14.8508	18.2817	4.692	1545136663.3329
14.8508	18.2817	4.692	1545136663.3936
14.8508	18.2817	4.692	1545136663.4539
14.8508	18.2817	4.692	1545136663.5136
14.8508	18.2817	4.692	1545136663.573
14.8508	18.2817	4.692	1545136663.6329
14.8508	18.2817	4.692	1545136663.6929
14.8508	18.2817	4.692	1545136663.7529
14.8508	18.2817	4.692	1545136663.8129
14.8508	18.2817	4.692	1545136663.8729
14.8508	18.2817	4.692	1545136663.9329
14.8508	18.2817	4.692	1545136663.9959
14.8508	18.2817	4.692	1545136664.0529
14.8508	18.2817	4.692	1545136664.1136
14.8508	18.2817	4.692	1545136664.174
14.8508	18.2817	4.692	1545136664.233
14.8508	18.2817	4.692	1545136664.2929
14.8508	18.2817	4.692	1545136664.3529
14.8508	18.2817	4.692	1545136664.4129
14.8508	18.2817	4.692	1545136664.476
14.8508	18.2817	4.692	1545136664.5329
14.8508	18.2817	4.692	1545136664.5929
14.8508	18.2817	4.692	1545136664.6529
14.8508	18.2817	4.692	1545136664.7157
14.8508	18.2817	4.692	1545136664.7735
14.8508	18.2817	4.692	1545136664.833
14.8508	18.2817	4.692	1545136664.893
14.8508	18.2817	4.692	1545136664.9526
14.8508	18.2817	4.692	1545136665.0129
14.8508	18.2817	4.692	1545136665.0729
14.8508	18.2817	4.692	1545136665.1329
14.8508	18.2817	4.692	1545136665.1929
14.8508	18.2817	4.692	1545136665.2529
14.8508	18.2817	4.692	1545136665.3127
14.8508	18.2817	4.692	1545136665.373
14.8508	18.2817	4.692	1545136665.4363
14.8508	18.2817	4.692	1545136665.493
14.8508	18.2817	4.692	1545136665.5527
14.8508	18.2817	4.692	1545136665.6129
14.8508	18.2817	4.692	1545136665.6729
14.8508	18.2817	4.692	1545136665.7327
14.8508	18.2817	4.692	1545136665.7929
14.8508	18.2817	4.692	1545136665.8537
14.8508	18.2817	4.692	1545136665.9129
14.8508	18.2817	4.692	1545136665.9736
14.8508	18.2817	4.692	1545136666.0335
14.8508	18.2817	4.692	1545136666.0939
14.8508	18.2817	4.692	1545136666.1533
14.8508	18.2817	4.692	1545136666.2136
14.8508	18.2817	4.692	1545136666.274
14.8508	18.2817	4.692	1545136666.3337
14.8508	18.2817	4.692	1545136666.3937
14.8508	18.2817	4.692	1545136666.4529
14.8508	18.2817	4.692	1545136666.5139
14.8508	18.2817	4.692	1545136666.5729
14.8508	18.2817	4.692	1545136666.6327
14.8508	18.2817	4.692	1545136666.6928
14.8508	18.2817	4.692	1545136666.7545
14.8508	18.2817	4.692	1545136666.8129
14.8508	18.2817	4.692	1545136666.8729
14.8508	18.2817	4.692	1545136666.9329
14.8508	18.2817	4.692	1545136666.9932
14.8508	18.2817	4.692	1545136667.0529
14.8508	18.2817	4.692	1545136667.1166
14.8508	18.2817	4.692	1545136667.1728
14.8508	18.2817	4.692	1545136667.2327
14.8508	18.2817	4.692	1545136667.2931
14.8508	18.2817	4.692	1545136667.3557
14.8508	18.2817	4.692	1545136667.4129
14.8508	18.2817	4.692	1545136667.4729
14.8508	18.2817	4.692	1545136667.5329
14.8508	18.2817	4.692	1545136667.5961
14.8508	18.2817	4.692	1545136667.6529
14.8508	18.2817	4.692	1545136667.7129
14.8508	18.2817	4.692	1545136667.7729
14.8508	18.2817	4.692	1545136667.833
14.8508	18.2817	4.692	1545136667.893
14.8508	18.2817	4.692	1545136667.9529
14.8508	18.2817	4.692	1545136668.0137
14.8508	18.2817	4.692	1545136668.0729
14.8508	18.2817	4.692	1545136668.1329
14.8508	18.2817	4.692	1545136668.1929
14.8508	18.2817	4.692	1545136668.2539
14.8508	18.2817	4.692	1545136668.3129
14.8508	18.2817	4.692	1545136668.3728
14.8508	18.2817	4.692	1545136668.433
14.8508	18.2817	4.692	1545136668.493
14.8508	18.2817	4.692	1545136668.5537
14.8508	18.2817	4.692	1545136668.6134
14.8508	18.2817	4.692	1545136668.6743
