x-coord	y-coord	theta	timestamp
8.8741	20.9932	4.7121	1545134544.2933
8.8741	20.9932	4.7121	1545134544.3534
8.8741	20.9932	4.7121	1545134544.4157
8.8741	20.9932	4.7121	1545134544.4729
8.8741	20.9932	4.7121	1545134544.5333
8.8741	20.9932	4.7121	1545134544.5932
8.8741	20.9932	4.7121	1545134544.6558
8.8741	20.9932	4.7121	1545134544.7129
8.8741	20.9932	4.7121	1545134544.7729
8.8741	20.9932	4.7121	1545134544.833
8.8741	20.9932	4.7121	1545134544.8956
8.8741	20.9932	4.7121	1545134544.9532
8.8741	20.9932	4.7121	1545134545.0135
8.8741	20.9932	4.7121	1545134545.0732
8.8741	20.9932	4.7121	1545134545.1356
8.8741	20.9932	4.7121	1545134545.193
8.8741	20.9932	4.7121	1545134545.2528
8.8741	20.9932	4.7121	1545134545.3127
8.8741	20.9932	4.7121	1545134545.3731
8.8741	20.9932	4.7121	1545134545.4333
8.8741	20.9932	4.7121	1545134545.493
8.8741	20.9932	4.7121	1545134545.5537
8.8741	20.9932	4.7121	1545134545.6161
8.8741	20.9932	4.7121	1545134545.6732
8.8741	20.9932	4.7121	1545134545.7335
8.8741	20.9932	4.7121	1545134545.7936
8.8741	20.9932	4.7121	1545134545.8558
8.8741	20.9932	4.7121	1545134545.9132
8.8741	20.9932	4.7121	1545134545.9727
8.8741	20.9932	4.7121	1545134546.0329
8.8741	20.9932	4.7121	1545134546.0957
8.8741	20.9932	4.7121	1545134546.153
8.8741	20.9932	4.7121	1545134546.2137
8.8741	20.9932	4.7121	1545134546.2737
8.8741	20.9932	4.7121	1545134546.3357
8.8741	20.9932	4.7121	1545134546.393
8.8741	20.9932	4.7121	1545134546.4535
8.8741	20.9932	4.7121	1545134546.5136
8.8741	20.9932	4.7121	1545134546.5757
8.8741	20.9932	4.7121	1545134546.633
8.8741	20.9932	4.7121	1545134546.6932
8.8741	20.9932	4.7121	1545134546.7533
8.8741	20.9932	4.7121	1545134546.8157
8.8741	20.9932	4.7121	1545134546.873
8.8741	20.9932	4.7121	1545134546.9333
8.8741	20.9932	4.7121	1545134546.9934
