x-coord	y-coord	theta	timestamp
14.8492	18.2798	4.6917	1545137916.1958
14.8492	18.2798	4.6917	1545137916.3135
14.8492	18.2798	4.6917	1545137916.3733
14.8492	18.2798	4.6917	1545137916.4329
14.8492	18.2798	4.6917	1545137916.493
14.8492	18.2798	4.6917	1545137916.5534
14.8492	18.2798	4.6917	1545137916.6133
14.8492	18.2798	4.6917	1545137916.6737
14.8492	18.2798	4.6917	1545137916.7328
14.8492	18.2798	4.6917	1545137916.7933
14.8492	18.2798	4.6917	1545137916.8529
14.8492	18.2798	4.6917	1545137916.9159
14.8492	18.2798	4.6917	1545137916.973
14.8492	18.2798	4.6917	1545137917.0329
14.8492	18.2798	4.6917	1545137917.0933
14.8492	18.2798	4.6917	1545137917.1568
14.8492	18.2798	4.6917	1545137917.2129
14.8492	18.2798	4.6917	1545137917.2734
14.8492	18.2798	4.6917	1545137917.3328
14.8492	18.2798	4.6917	1545137917.3958
14.8492	18.2798	4.6917	1545137917.4533
14.8492	18.2798	4.6917	1545137917.514
14.8492	18.2798	4.6917	1545137917.5736
14.8492	18.2798	4.6917	1545137917.6329
14.8492	18.2798	4.6917	1545137917.693
14.8492	18.2798	4.6917	1545137917.7535
14.8492	18.2798	4.6917	1545137917.8133
14.8492	18.2798	4.6917	1545137917.876
14.8492	18.2798	4.6917	1545137917.9328
14.8492	18.2798	4.6917	1545137917.9935
14.8492	18.2798	4.6917	1545137918.0534
14.8492	18.2798	4.6917	1545137918.1157
14.8492	18.2798	4.6917	1545137918.1732
14.8492	18.2798	4.6917	1545137918.2329
14.8492	18.2798	4.6917	1545137918.2932
14.8492	18.2798	4.6917	1545137918.3535
14.8492	18.2798	4.6917	1545137918.4135
14.8492	18.2798	4.6917	1545137918.4728
14.8492	18.2798	4.6917	1545137918.5328
14.8492	18.2798	4.6917	1545137918.5957
14.8492	18.2798	4.6917	1545137918.653
14.8492	18.2798	4.6917	1545137918.7134
14.8492	18.2798	4.6917	1545137918.7729
14.8492	18.2798	4.6917	1545137918.8328
14.8492	18.2798	4.6917	1545137918.8932
14.8492	18.2798	4.6917	1545137918.9527
14.8492	18.2798	4.6917	1545137919.0137
14.8492	18.2798	4.6917	1545137919.0772
14.8492	18.2798	4.6917	1545137919.1328
14.8492	18.2798	4.6917	1545137919.1936
14.8492	18.2798	4.6917	1545137919.2538
14.8492	18.2798	4.6917	1545137919.3159
14.8492	18.2798	4.6917	1545137919.3734
14.8492	18.2798	4.6917	1545137919.433
14.8492	18.2798	4.6917	1545137919.4939
14.8492	18.2798	4.6917	1545137919.5558
14.8492	18.2798	4.6917	1545137919.613
14.8492	18.2798	4.6917	1545137919.6734
14.8492	18.2798	4.6917	1545137919.7337
14.8492	18.2798	4.6917	1545137919.7959
14.8492	18.2798	4.6917	1545137919.8541
14.8492	18.2798	4.6917	1545137919.9133
14.8492	18.2798	4.6917	1545137919.9738
14.8492	18.2798	4.6917	1545137920.0362
14.8492	18.2798	4.6917	1545137920.093
14.8492	18.2798	4.6917	1545137920.1538
14.8492	18.2798	4.6917	1545137920.2138
14.8492	18.2798	4.6917	1545137920.2759
14.8492	18.2798	4.6917	1545137920.3328
14.8492	18.2798	4.6917	1545137920.3936
14.8492	18.2798	4.6917	1545137920.4533
14.8492	18.2798	4.6917	1545137920.516
14.8492	18.2798	4.6917	1545137920.5735
14.8492	18.2798	4.6917	1545137920.6329
14.8492	18.2798	4.6917	1545137920.6931
14.8492	18.2798	4.6917	1545137920.7559
14.8492	18.2798	4.6917	1545137920.8132
14.8492	18.2798	4.6917	1545137920.8739
14.8492	18.2798	4.6917	1545137920.9328
14.8492	18.2798	4.6917	1545137920.9958
14.8492	18.2798	4.6917	1545137921.0531
14.8492	18.2798	4.6917	1545137921.1131
14.8492	18.2798	4.6917	1545137921.1735
14.8492	18.2798	4.6917	1545137921.2329
14.8492	18.2798	4.6917	1545137921.2929
14.8492	18.2798	4.6917	1545137921.3539
14.8492	18.2798	4.6917	1545137921.4132
14.8492	18.2798	4.6917	1545137921.4757
14.8492	18.2798	4.6917	1545137921.5328
14.8492	18.2798	4.6917	1545137921.5934
14.8492	18.2798	4.6917	1545137921.6531
14.8492	18.2798	4.6917	1545137921.7159
14.8492	18.2798	4.6917	1545137921.7728
14.8492	18.2798	4.6917	1545137921.8329
14.8492	18.2798	4.6917	1545137921.893
14.8492	18.2798	4.6917	1545137921.9526
14.8492	18.2798	4.6917	1545137922.0131
14.8492	18.2798	4.6917	1545137922.0732
14.8492	18.2798	4.6917	1545137922.1335
14.8492	18.2798	4.6917	1545137922.1959
14.8492	18.2798	4.6917	1545137922.2528
14.8492	18.2798	4.6917	1545137922.3133
14.8492	18.2798	4.6917	1545137922.3733
14.8492	18.2798	4.6917	1545137922.4329
14.8492	18.2798	4.6917	1545137922.4931
14.8492	18.2798	4.6917	1545137922.5535
14.8492	18.2798	4.6917	1545137922.6132
14.8492	18.2798	4.6917	1545137922.6758
14.8492	18.2798	4.6917	1545137922.7332
14.8492	18.2798	4.6917	1545137922.7931
14.8492	18.2798	4.6917	1545137922.8535
14.8492	18.2798	4.6917	1545137922.9158
14.8492	18.2798	4.6917	1545137922.9731
14.8492	18.2798	4.6917	1545137923.0329
14.8492	18.2798	4.6917	1545137923.0929
14.8492	18.2798	4.6917	1545137923.1568
14.8492	18.2798	4.6917	1545137923.2132
14.8492	18.2798	4.6917	1545137923.2736
14.8492	18.2798	4.6917	1545137923.3335
14.8492	18.2798	4.6917	1545137923.3962
14.8492	18.2798	4.6917	1545137923.4529
14.8492	18.2798	4.6917	1545137923.5138
14.8492	18.2798	4.6917	1545137923.573
14.8492	18.2798	4.6917	1545137923.6328
14.8492	18.2798	4.6917	1545137923.6932
14.8492	18.2798	4.6917	1545137923.7532
14.8492	18.2798	4.6917	1545137923.8133
14.8492	18.2798	4.6917	1545137923.8759
14.8492	18.2798	4.6917	1545137923.9328
14.8492	18.2798	4.6917	1545137923.9934
14.8492	18.2798	4.6917	1545137924.0533
14.8492	18.2798	4.6917	1545137924.1168
14.8492	18.2798	4.6917	1545137924.1731
14.8492	18.2798	4.6917	1545137924.2329
14.8492	18.2798	4.6917	1545137924.2938
14.8492	18.2798	4.6917	1545137924.3533
14.8492	18.2798	4.6917	1545137924.4135
14.8492	18.2798	4.6917	1545137924.473
14.8492	18.2798	4.6917	1545137924.5336
14.8492	18.2798	4.6917	1545137924.5958
14.8492	18.2798	4.6917	1545137924.653
14.8492	18.2798	4.6917	1545137924.7135
14.8492	18.2798	4.6917	1545137924.7738
14.8492	18.2798	4.6917	1545137924.8335
14.8492	18.2798	4.6917	1545137924.8933
14.8492	18.2798	4.6917	1545137924.9529
14.8492	18.2798	4.6917	1545137925.0128
14.8492	18.2798	4.6917	1545137925.0761
14.8492	18.2798	4.6917	1545137925.1332
14.8492	18.2798	4.6917	1545137925.1936
14.8492	18.2798	4.6917	1545137925.2533
14.8492	18.2798	4.6917	1545137925.3159
14.8492	18.2798	4.6917	1545137925.3734
14.8492	18.2798	4.6917	1545137925.4329
14.8492	18.2798	4.6917	1545137925.4931
14.8492	18.2798	4.6917	1545137925.5561
14.8492	18.2798	4.6917	1545137925.6134
14.8492	18.2798	4.6917	1545137925.6735
14.8492	18.2798	4.6917	1545137925.7338
14.8492	18.2798	4.6917	1545137925.7958
14.8492	18.2798	4.6917	1545137925.853
14.8492	18.2798	4.6917	1545137925.9134
14.8492	18.2798	4.6917	1545137925.9737
14.8492	18.2798	4.6917	1545137926.0339
14.8492	18.2798	4.6917	1545137926.0932
14.8492	18.2798	4.6917	1545137926.1534
14.8492	18.2798	4.6917	1545137926.2138
14.8492	18.2798	4.6917	1545137926.2758
14.8492	18.2798	4.6917	1545137926.3333
14.8492	18.2798	4.6917	1545137926.3936
14.8492	18.2798	4.6917	1545137926.4531
14.8492	18.2798	4.6917	1545137926.5159
14.8492	18.2798	4.6917	1545137926.5733
14.8492	18.2798	4.6917	1545137926.6338
14.8492	18.2798	4.6917	1545137926.6936
14.8492	18.2798	4.6917	1545137926.7558
14.8492	18.2798	4.6917	1545137926.8131
14.8492	18.2798	4.6917	1545137926.8738
14.8492	18.2798	4.6917	1545137926.9337
14.8492	18.2798	4.6917	1545137926.9958
14.8492	18.2798	4.6917	1545137927.053
14.8492	18.2798	4.6917	1545137927.113
14.8492	18.2798	4.6917	1545137927.1733
14.8492	18.2798	4.6917	1545137927.2329
14.8492	18.2798	4.6917	1545137927.293
14.8492	18.2798	4.6917	1545137927.3534
14.8492	18.2798	4.6917	1545137927.4135
14.8492	18.2798	4.6917	1545137927.476
14.8492	18.2798	4.6917	1545137927.5338
14.8492	18.2798	4.6917	1545137927.5939
14.8492	18.2798	4.6917	1545137927.6528
14.8492	18.2798	4.6917	1545137927.7161
14.8492	18.2798	4.6917	1545137927.773
14.8492	18.2798	4.6917	1545137927.8328
14.8492	18.2798	4.6917	1545137927.8936
14.8492	18.2798	4.6917	1545137927.9563
14.8492	18.2798	4.6917	1545137928.0138
14.8492	18.2798	4.6917	1545137928.0735
14.8492	18.2798	4.6917	1545137928.1335
14.8492	18.2798	4.6917	1545137928.1963
14.8492	18.2798	4.6917	1545137928.2529
14.8492	18.2798	4.6917	1545137928.3136
14.8492	18.2798	4.6917	1545137928.3734
14.8492	18.2798	4.6917	1545137928.4362
14.8492	18.2798	4.6917	1545137928.4932
14.8492	18.2798	4.6917	1545137928.5534
14.8492	18.2798	4.6917	1545137928.6139
14.8492	18.2798	4.6917	1545137928.673
14.8492	18.2798	4.6917	1545137928.7335
14.8492	18.2798	4.6917	1545137928.7935
14.8492	18.2798	4.6917	1545137928.8534
14.8492	18.2798	4.6917	1545137928.9127
14.8492	18.2798	4.6917	1545137928.9729
14.8492	18.2798	4.6917	1545137929.0338
14.8492	18.2798	4.6917	1545137929.0934
14.8492	18.2798	4.6917	1545137929.153
14.8492	18.2798	4.6917	1545137929.2131
14.8492	18.2798	4.6917	1545137929.2736
14.8492	18.2798	4.6917	1545137929.3328
14.8492	18.2798	4.6917	1545137929.3959
14.8492	18.2798	4.6917	1545137929.453
14.8492	18.2798	4.6917	1545137929.5134
14.8492	18.2798	4.6917	1545137929.5732
14.8492	18.2798	4.6917	1545137929.633
14.8492	18.2798	4.6917	1545137929.6941
14.8492	18.2798	4.6917	1545137929.7529
14.8492	18.2798	4.6917	1545137929.813
14.8492	18.2798	4.6917	1545137929.8761
14.8492	18.2798	4.6917	1545137929.9331
14.8492	18.2798	4.6917	1545137929.9928
14.8492	18.2798	4.6917	1545137930.0536
14.8492	18.2798	4.6917	1545137930.1169
14.8492	18.2798	4.6917	1545137930.173
14.8492	18.2798	4.6917	1545137930.2338
14.8492	18.2798	4.6917	1545137930.2929
14.8492	18.2798	4.6917	1545137930.3535
14.8492	18.2798	4.6917	1545137930.4132
14.8492	18.2798	4.6917	1545137930.4736
14.8492	18.2798	4.6917	1545137930.5331
14.8492	18.2798	4.6917	1545137930.5959
14.8492	18.2798	4.6917	1545137930.6529
14.8492	18.2798	4.6917	1545137930.7133
14.8492	18.2798	4.6917	1545137930.7735
14.8492	18.2798	4.6917	1545137930.836
14.8492	18.2798	4.6917	1545137930.8939
14.8492	18.2798	4.6917	1545137930.9529
14.8492	18.2798	4.6917	1545137931.013
14.8492	18.2798	4.6917	1545137931.0771
14.8492	18.2798	4.6917	1545137931.1332
14.8492	18.2798	4.6917	1545137931.1937
14.8492	18.2798	4.6917	1545137931.2537
14.8492	18.2798	4.6917	1545137931.3134
14.8492	18.2798	4.6917	1545137931.3732
14.8492	18.2798	4.6917	1545137931.4338
14.8492	18.2798	4.6917	1545137931.493
14.8492	18.2798	4.6917	1545137931.5539
14.8492	18.2798	4.6917	1545137931.6135
14.8492	18.2798	4.6917	1545137931.6738
14.8492	18.2798	4.6917	1545137931.7328
14.8492	18.2798	4.6917	1545137931.7959
