x-coord	y-coord	theta	timestamp
14.8336	18.2829	4.6998	1545137321.0539
14.8336	18.2829	4.6998	1545137321.1167
14.8336	18.2829	4.6998	1545137321.1731
14.8336	18.2829	4.6998	1545137321.2329
14.8336	18.2829	4.6998	1545137321.2932
14.8336	18.2829	4.6998	1545137321.3559
14.8336	18.2829	4.6998	1545137321.4129
14.8336	18.2829	4.6998	1545137321.4732
14.8336	18.2829	4.6998	1545137321.5336
14.8336	18.2829	4.6998	1545137321.5935
14.8336	18.2829	4.6998	1545137321.6528
14.8336	18.2829	4.6998	1545137321.7133
14.8336	18.2829	4.6998	1545137321.773
14.8336	18.2829	4.6998	1545137321.8357
14.8336	18.2829	4.6998	1545137321.8929
14.8336	18.2829	4.6998	1545137321.9532
14.8336	18.2829	4.6998	1545137322.0128
14.8336	18.2829	4.6998	1545137322.0767
14.8336	18.2829	4.6998	1545137322.133
14.8336	18.2829	4.6998	1545137322.1932
14.8336	18.2829	4.6998	1545137322.2532
14.8336	18.2829	4.6998	1545137322.3158
14.8336	18.2829	4.6998	1545137322.3729
14.8336	18.2829	4.6998	1545137322.433
14.8336	18.2829	4.6998	1545137322.4932
14.8336	18.2829	4.6998	1545137322.5529
14.8336	18.2829	4.6998	1545137322.6128
14.8336	18.2829	4.6998	1545137322.6729
14.8336	18.2829	4.6998	1545137322.7332
14.8336	18.2829	4.6998	1545137322.7961
14.8336	18.2829	4.6998	1545137322.8529
14.8336	18.2829	4.6998	1545137322.9132
14.8336	18.2829	4.6998	1545137322.973
14.8336	18.2829	4.6998	1545137323.0357
14.8336	18.2829	4.6998	1545137323.0929
14.8336	18.2829	4.6998	1545137323.1527
14.8336	18.2829	4.6998	1545137323.2129
14.8336	18.2829	4.6998	1545137323.2759
14.8336	18.2829	4.6998	1545137323.3327
14.8336	18.2829	4.6998	1545137323.3934
14.8336	18.2829	4.6998	1545137323.4532
14.8336	18.2829	4.6998	1545137323.5159
14.8336	18.2829	4.6998	1545137323.5729
14.8336	18.2829	4.6998	1545137323.6334
14.8336	18.2829	4.6998	1545137323.6932
14.8336	18.2829	4.6998	1545137323.7532
14.8336	18.2829	4.6998	1545137323.8128
14.8336	18.2829	4.6998	1545137323.873
14.8336	18.2829	4.6998	1545137323.9333
14.8336	18.2829	4.6998	1545137323.9959
14.8336	18.2829	4.6998	1545137324.0534
14.8336	18.2829	4.6998	1545137324.1132
14.8336	18.2829	4.6998	1545137324.1732
14.8336	18.2829	4.6998	1545137324.2356
14.8336	18.2829	4.6998	1545137324.2932
14.8336	18.2829	4.6998	1545137324.3532
14.8336	18.2829	4.6998	1545137324.4127
14.8336	18.2829	4.6998	1545137324.4737
14.8336	18.2829	4.6998	1545137324.5326
14.8336	18.2829	4.6998	1545137324.5932
14.8336	18.2829	4.6998	1545137324.6532
14.8336	18.2829	4.6998	1545137324.7158
14.8336	18.2829	4.6998	1545137324.7728
14.8336	18.2829	4.6998	1545137324.8332
14.8336	18.2829	4.6998	1545137324.8932
14.8336	18.2829	4.6998	1545137324.9561
14.8336	18.2829	4.6998	1545137325.0129
14.8336	18.2829	4.6998	1545137325.0731
14.8336	18.2829	4.6998	1545137325.1331
14.8336	18.2829	4.6998	1545137325.1959
14.8336	18.2829	4.6998	1545137325.253
14.8336	18.2829	4.6998	1545137325.3132
14.8336	18.2829	4.6998	1545137325.3731
14.8336	18.2829	4.6998	1545137325.4327
14.8336	18.2829	4.6998	1545137325.4929
14.8336	18.2829	4.6998	1545137325.5532
14.8336	18.2829	4.6998	1545137325.6132
14.8336	18.2829	4.6998	1545137325.6729
14.8336	18.2829	4.6998	1545137325.7331
14.8336	18.2829	4.6998	1545137325.793
14.8336	18.2829	4.6998	1545137325.8532
14.8336	18.2829	4.6998	1545137325.9158
14.8336	18.2829	4.6998	1545137325.9728
14.8336	18.2829	4.6998	1545137326.0333
14.8336	18.2829	4.6998	1545137326.0932
14.8336	18.2829	4.6998	1545137326.1528
14.8336	18.2829	4.6998	1545137326.2129
14.8336	18.2829	4.6998	1545137326.273
14.8336	18.2829	4.6998	1545137326.3334
14.8336	18.2829	4.6998	1545137326.3959
14.8336	18.2829	4.6998	1545137326.4533
14.8336	18.2829	4.6998	1545137326.5135
14.8336	18.2829	4.6998	1545137326.5732
14.8336	18.2829	4.6998	1545137326.6333
14.8336	18.2829	4.6998	1545137326.6931
14.8336	18.2829	4.6998	1545137326.7532
14.8336	18.2829	4.6998	1545137326.8127
14.8336	18.2829	4.6998	1545137326.8729
14.8336	18.2829	4.6998	1545137326.9329
14.8336	18.2829	4.6998	1545137326.9932
14.8336	18.2829	4.6998	1545137327.0532
14.8336	18.2829	4.6998	1545137327.1133
14.8336	18.2829	4.6998	1545137327.1726
14.8336	18.2829	4.6998	1545137327.2332
14.8336	18.2829	4.6998	1545137327.2932
14.8336	18.2829	4.6998	1545137327.3559
14.8336	18.2829	4.6998	1545137327.4127
14.8336	18.2829	4.6998	1545137327.4728
14.8336	18.2829	4.6998	1545137327.5331
14.8336	18.2829	4.6998	1545137327.5927
14.8336	18.2829	4.6998	1545137327.6527
14.8336	18.2829	4.6998	1545137327.7132
14.8336	18.2829	4.6998	1545137327.7732
14.8336	18.2829	4.6998	1545137327.8356
14.8336	18.2829	4.6998	1545137327.8929
14.8336	18.2829	4.6998	1545137327.9528
14.8336	18.2829	4.6998	1545137328.0129
14.8336	18.2829	4.6998	1545137328.0726
14.8336	18.2829	4.6998	1545137328.1329
14.8336	18.2829	4.6998	1545137328.1932
14.8336	18.2829	4.6998	1545137328.2532
14.8336	18.2829	4.6998	1545137328.3159
14.8336	18.2829	4.6998	1545137328.3728
14.8336	18.2829	4.6998	1545137328.433
14.8336	18.2829	4.6998	1545137328.4932
14.8336	18.2829	4.6998	1545137328.5559
14.8336	18.2829	4.6998	1545137328.6132
14.8336	18.2829	4.6998	1545137328.6729
14.8336	18.2829	4.6998	1545137328.7334
14.8336	18.2829	4.6998	1545137328.7931
14.8336	18.2829	4.6998	1545137328.8532
14.8336	18.2829	4.6998	1545137328.9136
14.8336	18.2829	4.6998	1545137328.9732
14.8336	18.2829	4.6998	1545137329.0357
14.8336	18.2829	4.6998	1545137329.0929
14.8336	18.2829	4.6998	1545137329.1527
14.8336	18.2829	4.6998	1545137329.2128
14.8336	18.2829	4.6998	1545137329.2729
14.8336	18.2829	4.6998	1545137329.3329
14.8336	18.2829	4.6998	1545137329.393
14.8336	18.2829	4.6998	1545137329.4532
14.8336	18.2829	4.6998	1545137329.5159
14.8336	18.2829	4.6998	1545137329.5728
